T,M
15775, -0.413
15776, -0.409
15777, -0.405
15778, -0.412
15779, -0.409
15780, -0.397
15781, -0.409
15782, -0.428
15783, -0.425
15784, -0.417
15785, -0.415
15786, -0.421
15787, -0.425
15788, -0.409
15789, -0.404
15790, -0.405
15791, -0.405
15792, -0.406
15793, -0.401
15794, -0.406
15795, -0.397
15796, -0.394
15797, -0.408
15798, -0.410
15799, -0.413
15800, -0.404
15801, -0.403
15802, -0.397
15803, -0.394
15804, -0.393
15805, -0.393
15806, -0.387
15807, -0.391
15808, -0.379
15809, -0.384
15810, -0.388
15811, -0.397
15812, -0.396
15813, -0.394
15814, -0.395
15815, -0.389
15816, -0.388
15817, -0.382
15818, -0.389
15819, -0.385
15820, -0.380
15821, -0.386
15822, -0.383
15823, -0.376
15824, -0.365
15825, -0.370
15826, -0.378
15827, -0.374
15828, -0.376
15829, -0.378
15830, -0.378
15831, -0.391
15832, -0.394
15833, -0.394
15834, -0.395
15835, -0.395
15836, -0.392
15837, -0.401
15838, -0.411
15839, -0.411
15840, -0.412
15841, -0.402
15842, -0.397
15843, -0.389
15844, -0.373
15845, -0.391
15846, -0.390
15847, -0.389
15848, -0.388
15849, -0.382
15850, -0.390
15851, -0.386
15852, -0.378
15853, -0.383
15854, -0.383
15855, -0.385
15856, -0.386
15857, -0.389
15858, -0.374
15859, -0.366
15860, -0.366
15861, -0.379
15862, -0.374
15863, -0.382
15864, -0.374
15865, -0.368
15866, -0.371
15867, -0.370
15868, -0.372
15869, -0.365
15870, -0.380
15871, -0.376
15872, -0.371
15873, -0.382
15874, -0.399
15875, -0.409
15876, -0.387
15877, -0.393
15878, -0.391
15879, -0.387
15880, -0.384
15881, -0.384
15882, -0.384
15883, -0.387
15884, -0.383
15885, -0.388
15886, -0.390
15887, -0.384
15888, -0.402
15889, -0.396
15890, -0.395
15891, -0.402
15892, -0.395
15893, -0.393
15894, -0.396
15895, -0.398
15896, -0.398
15897, -0.408
15898, -0.399
15899, -0.388
15900, -0.395
15901, -0.397
15902, -0.391
15903, -0.383
15904, -0.385
15905, -0.385
15906, -0.388
15907, -0.392
15908, -0.391
15909, -0.382
15910, -0.375
15911, -0.376
15912, -0.375
15913, -0.371
15914, -0.377
15915, -0.376
15916, -0.371
15917, -0.367
15918, -0.374
15919, -0.371
15920, -0.380
15921, -0.377
15922, -0.379
15923, -0.366
15924, -0.368
15925, -0.373
15926, -0.377
15927, -0.376
15928, -0.384
15929, -0.382
15930, -0.379
15931, -0.383
15932, -0.392
15933, -0.388
15934, -0.385
15935, -0.379
15936, -0.388
15937, -0.390
15938, -0.389
15939, -0.386
15940, -0.379
15941, -0.373
15942, -0.380
15943, -0.383
15944, -0.382
15945, -0.380
15946, -0.373
15947, -0.361
15948, -0.358
15949, -0.350
15950, -0.346
15951, -0.349
15952, -0.359
15953, -0.368
15954, -0.365
15955, -0.355
15956, -0.355
15957, -0.366
15958, -0.368
15959, -0.369
15960, -0.371
15961, -0.367
15962, -0.373
15963, -0.372
15964, -0.364
15965, -0.351
15966, -0.340
15967, -0.345
15968, -0.351
15969, -0.345
15970, -0.343
15971, -0.346
15972, -0.353
15973, -0.354
15974, -0.350
15975, -0.365
15976, -0.360
15977, -0.362
15978, -0.366
15979, -0.367
15980, -0.367
15981, -0.363
15982, -0.366
15983, -0.382
15984, -0.371
15985, -0.371
15986, -0.378
15987, -0.379
15988, -0.382
15989, -0.371
15990, -0.363
15991, -0.365
15992, -0.370
15993, -0.366
15994, -0.365
15995, -0.364
15996, -0.361
15997, -0.366
15998, -0.375
15999, -0.374
16000, -0.373
16001, -0.362
16002, -0.358
16003, -0.360
16004, -0.356
16005, -0.352
16006, -0.352
16007, -0.349
16008, -0.355
16009, -0.363
16010, -0.368
16011, -0.367
16012, -0.375
16013, -0.381
16014, -0.381
16015, -0.381
16016, -0.379
16017, -0.370
16018, -0.360
16019, -0.356
16020, -0.348
16021, -0.348
16022, -0.360
16023, -0.355
16024, -0.348
16025, -0.346
16026, -0.348
16027, -0.361
16028, -0.365
16029, -0.365
16030, -0.374
16031, -0.367
16032, -0.374
16033, -0.384
16034, -0.390
16035, -0.383
16036, -0.381
16037, -0.383
16038, -0.377
16039, -0.380
16040, -0.376
16041, -0.385
16042, -0.384
16043, -0.382
16044, -0.383
16045, -0.376
16046, -0.373
16047, -0.365
16048, -0.366
16049, -0.366
16050, -0.363
16051, -0.366
16052, -0.356
16053, -0.353
16054, -0.349
16055, -0.351
16056, -0.351
16057, -0.354
16058, -0.356
16059, -0.362
16060, -0.366
16061, -0.358
16062, -0.364
16063, -0.366
16064, -0.373
16065, -0.358
16066, -0.352
16067, -0.347
16068, -0.347
16069, -0.348
16070, -0.347
16071, -0.351
16072, -0.350
16073, -0.355
16074, -0.360
16075, -0.360
16076, -0.355
16077, -0.363
16078, -0.355
16079, -0.363
16080, -0.362
16081, -0.360
16082, -0.362
16083, -0.368
16084, -0.371
16085, -0.376
16086, -0.374
16087, -0.382
16088, -0.383
16089, -0.385
16090, -0.388
16091, -0.394
16092, -0.393
16093, -0.399
16094, -0.391
16095, -0.393
16096, -0.379
16097, -0.378
16098, -0.384
16099, -0.381
16100, -0.387
16101, -0.383
16102, -0.393
16103, -0.388
16104, -0.394
16105, -0.393
16106, -0.405
16107, -0.407
16108, -0.414
16109, -0.420
16110, -0.434
16111, -0.448
16112, -0.454
16113, -0.444
16114, -0.441
16115, -0.445
16116, -0.451
16117, -0.452
16118, -0.467
16119, -0.475
16120, -0.475
16121, -0.475
16122, -0.484
16123, -0.483
16124, -0.479
16125, -0.470
16126, -0.480
16127, -0.470
16128, -0.472
16129, -0.477
16130, -0.468
16131, -0.466
16132, -0.468
16133, -0.461
16134, -0.464
16135, -0.457
16136, -0.450
16137, -0.450
16138, -0.448
16139, -0.455
16140, -0.456
16141, -0.452
16142, -0.454
16143, -0.436
16144, -0.433
16145, -0.429
16146, -0.424
16147, -0.431
16148, -0.436
16149, -0.437
16150, -0.449
16151, -0.448
16152, -0.450
16153, -0.444
16154, -0.437
16155, -0.438
16156, -0.443
16157, -0.452
16158, -0.449
16159, -0.456
16160, -0.451
16161, -0.452
16162, -0.454
16163, -0.455
16164, -0.471
16165, -0.466
16166, -0.465
16167, -0.466
16168, -0.457
16169, -0.455
16170, -0.444
16171, -0.454
16172, -0.447
16173, -0.438
16174, -0.436
16175, -0.438
16176, -0.441
16177, -0.435
16178, -0.443
16179, -0.441
16180, -0.433
16181, -0.439
16182, -0.442
16183, -0.444
16184, -0.441
16185, -0.435
16186, -0.438
16187, -0.443
16188, -0.440
16189, -0.436
16190, -0.433
16191, -0.441
16192, -0.438
16193, -0.427
16194, -0.427
16195, -0.427
16196, -0.419
16197, -0.423
16198, -0.418
16199, -0.413
16200, -0.401
16201, -0.390
16202, -0.384
16203, -0.387
16204, -0.390
16205, -0.395
16206, -0.388
16207, -0.384
16208, -0.386
16209, -0.399
16210, -0.406
16211, -0.405
16212, -0.410
16213, -0.405
16214, -0.404
16215, -0.408
16216, -0.408
16217, -0.403
16218, -0.395
16219, -0.404
16220, -0.401
16221, -0.403
16222, -0.402
16223, -0.399
16224, -0.394
16225, -0.401
16226, -0.415
16227, -0.410
16228, -0.410
16229, -0.411
16230, -0.415
16231, -0.418
16232, -0.420
16233, -0.418
16234, -0.423
16235, -0.416
16236, -0.422
16237, -0.421
16238, -0.421
16239, -0.431
16240, -0.437
16241, -0.429
16242, -0.427
16243, -0.430
16244, -0.438
16245, -0.437
16246, -0.438
16247, -0.435
16248, -0.434
16249, -0.443
16250, -0.444
16251, -0.449
16252, -0.444
16253, -0.451
16254, -0.464
16255, -0.458
16256, -0.463
16257, -0.461
16258, -0.457
16259, -0.459
16260, -0.443
16261, -0.448
16262, -0.442
16263, -0.445
16264, -0.452
16265, -0.454
16266, -0.458
16267, -0.447
16268, -0.453
16269, -0.455
16270, -0.454
16271, -0.448
16272, -0.444
16273, -0.446
16274, -0.446
16275, -0.439
16276, -0.445
16277, -0.440
16278, -0.434
16279, -0.423
16280, -0.428
16281, -0.422
16282, -0.423
16283, -0.410
16284, -0.412
16285, -0.411
16286, -0.413
16287, -0.428
16288, -0.427
16289, -0.433
16290, -0.426
16291, -0.419
16292, -0.427
16293, -0.428
16294, -0.429
16295, -0.422
16296, -0.426
16297, -0.419
16298, -0.413
16299, -0.407
16300, -0.410
16301, -0.413
16302, -0.407
16303, -0.399
16304, -0.405
16305, -0.406
16306, -0.400
16307, -0.405
16308, -0.397
16309, -0.388
16310, -0.394
16311, -0.398
16312, -0.397
16313, -0.401
16314, -0.398
16315, -0.401
16316, -0.396
16317, -0.400
16318, -0.396
16319, -0.391
16320, -0.394
16321, -0.396
16322, -0.395
16323, -0.392
16324, -0.396
16325, -0.398
16326, -0.394
16327, -0.400
16328, -0.405
16329, -0.402
16330, -0.394
16331, -0.406
16332, -0.410
16333, -0.407
16334, -0.402
16335, -0.412
16336, -0.410
16337, -0.406
16338, -0.415
16339, -0.410
16340, -0.404
16341, -0.411
16342, -0.414
16343, -0.419
16344, -0.416
16345, -0.426
16346, -0.425
16347, -0.425
16348, -0.416
16349, -0.421
16350, -0.430
16351, -0.437
16352, -0.428
16353, -0.426
16354, -0.424
16355, -0.429
16356, -0.417
16357, -0.422
16358, -0.416
16359, -0.410
16360, -0.419
16361, -0.417
16362, -0.413
16363, -0.411
16364, -0.418
16365, -0.433
16366, -0.443
16367, -0.439
16368, -0.443
16369, -0.443
16370, -0.447
16371, -0.452
16372, -0.452
16373, -0.462
16374, -0.458
16375, -0.458
16376, -0.461
16377, -0.468
16378, -0.470
16379, -0.463
16380, -0.465
16381, -0.465
16382, -0.474
16383, -0.476
16384, -0.472
16385, -0.467
16386, -0.465
16387, -0.470
16388, -0.463
16389, -0.466
16390, -0.464
16391, -0.459
16392, -0.459
16393, -0.461
16394, -0.464
16395, -0.465
16396, -0.466
16397, -0.463
16398, -0.466
16399, -0.468
16400, -0.468
16401, -0.472
16402, -0.477
16403, -0.479
16404, -0.487
16405, -0.493
16406, -0.491
16407, -0.489
16408, -0.492
16409, -0.491
16410, -0.486
16411, -0.482
16412, -0.479
16413, -0.469
16414, -0.463
16415, -0.467
16416, -0.462
16417, -0.454
16418, -0.457
16419, -0.460
16420, -0.464
16421, -0.460
16422, -0.448
16423, -0.450
16424, -0.448
16425, -0.453
16426, -0.449
16427, -0.441
16428, -0.448
16429, -0.444
16430, -0.452
16431, -0.457
16432, -0.454
16433, -0.433
16434, -0.427
16435, -0.427
16436, -0.425
16437, -0.421
16438, -0.427
16439, -0.428
16440, -0.430
16441, -0.422
16442, -0.420
16443, -0.424
16444, -0.413
16445, -0.410
16446, -0.414
16447, -0.414
16448, -0.425
16449, -0.424
16450, -0.430
16451, -0.424
16452, -0.417
16453, -0.424
16454, -0.416
16455, -0.416
16456, -0.413
16457, -0.416
16458, -0.420
16459, -0.411
16460, -0.404
16461, -0.400
16462, -0.402
16463, -0.410
16464, -0.415
16465, -0.418
16466, -0.427
16467, -0.428
16468, -0.426
16469, -0.422
16470, -0.423
16471, -0.423
16472, -0.426
16473, -0.425
16474, -0.424
16475, -0.438
16476, -0.444
16477, -0.445
16478, -0.452
16479, -0.448
16480, -0.446
16481, -0.445
16482, -0.458
16483, -0.457
16484, -0.448
16485, -0.438
16486, -0.430
16487, -0.442
16488, -0.434
16489, -0.429
16490, -0.427
16491, -0.416
16492, -0.426
16493, -0.431
16494, -0.424
16495, -0.428
16496, -0.428
16497, -0.427
16498, -0.431
16499, -0.444
16500, -0.441
16501, -0.444
16502, -0.436
16503, -0.442
16504, -0.444
16505, -0.442
16506, -0.443
16507, -0.447
16508, -0.452
16509, -0.453
16510, -0.448
16511, -0.437
16512, -0.437
16513, -0.445
16514, -0.435
16515, -0.437
16516, -0.432
16517, -0.430
16518, -0.425
16519, -0.424
16520, -0.433
16521, -0.436
16522, -0.444
16523, -0.437
16524, -0.434
16525, -0.443
16526, -0.438
16527, -0.440
16528, -0.441
16529, -0.436
16530, -0.434
16531, -0.440
16532, -0.447
16533, -0.445
16534, -0.452
16535, -0.453
16536, -0.457
16537, -0.450
16538, -0.449
16539, -0.455
16540, -0.459
16541, -0.465
16542, -0.466
16543, -0.463
16544, -0.466
16545, -0.466
16546, -0.472
16547, -0.476
16548, -0.478
16549, -0.479
16550, -0.476
16551, -0.474
16552, -0.478
16553, -0.477
16554, -0.469
16555, -0.471
16556, -0.475
16557, -0.475
16558, -0.476
16559, -0.479
16560, -0.479
16561, -0.478
16562, -0.474
16563, -0.474
16564, -0.483
16565, -0.477
16566, -0.462
16567, -0.472
16568, -0.480
16569, -0.477
16570, -0.477
16571, -0.465
16572, -0.460
16573, -0.459
16574, -0.452
16575, -0.444
16576, -0.453
16577, -0.439
16578, -0.439
16579, -0.441
16580, -0.437
16581, -0.439
16582, -0.438
16583, -0.438
16584, -0.439
16585, -0.433
16586, -0.447
16587, -0.438
16588, -0.437
16589, -0.427
16590, -0.427
16591, -0.419
16592, -0.425
16593, -0.441
16594, -0.436
16595, -0.439
16596, -0.446
16597, -0.443
16598, -0.443
16599, -0.436
16600, -0.438
16601, -0.441
16602, -0.440
16603, -0.435
16604, -0.433
16605, -0.429
16606, -0.426
16607, -0.429
16608, -0.417
16609, -0.416
16610, -0.416
16611, -0.417
16612, -0.424
16613, -0.423
16614, -0.429
16615, -0.426
16616, -0.425
16617, -0.420
16618, -0.421
16619, -0.422
16620, -0.418
16621, -0.414
16622, -0.407
16623, -0.398
16624, -0.400
16625, -0.395
16626, -0.401
16627, -0.390
16628, -0.389
16629, -0.381
16630, -0.381
16631, -0.382
16632, -0.391
16633, -0.401
16634, -0.390
16635, -0.388
16636, -0.379
16637, -0.384
16638, -0.392
16639, -0.390
16640, -0.382
16641, -0.385
16642, -0.378
16643, -0.382
16644, -0.385
16645, -0.397
16646, -0.401
16647, -0.393
16648, -0.402
16649, -0.397
16650, -0.396
16651, -0.403
16652, -0.403
16653, -0.397
16654, -0.402
16655, -0.410
16656, -0.411
16657, -0.409
16658, -0.401
16659, -0.404
16660, -0.411
16661, -0.395
16662, -0.399
16663, -0.399
16664, -0.401
16665, -0.402
16666, -0.410
16667, -0.411
16668, -0.417
16669, -0.416
16670, -0.424
16671, -0.433
16672, -0.435
16673, -0.425
16674, -0.426
16675, -0.416
16676, -0.414
16677, -0.409
16678, -0.402
16679, -0.395
16680, -0.400
16681, -0.403
16682, -0.403
16683, -0.393
16684, -0.391
16685, -0.401
16686, -0.416
16687, -0.421
16688, -0.427
16689, -0.421
16690, -0.417
16691, -0.431
16692, -0.426
16693, -0.427
16694, -0.431
16695, -0.427
16696, -0.429
16697, -0.425
16698, -0.424
16699, -0.424
16700, -0.427
16701, -0.429
16702, -0.429
16703, -0.432
16704, -0.432
16705, -0.427
16706, -0.418
16707, -0.414
16708, -0.420
16709, -0.425
16710, -0.415
16711, -0.407
16712, -0.402
16713, -0.407
16714, -0.401
16715, -0.414
16716, -0.402
16717, -0.396
16718, -0.395
16719, -0.394
16720, -0.404
16721, -0.410
16722, -0.404
16723, -0.404
16724, -0.409
16725, -0.402
16726, -0.402
16727, -0.399
16728, -0.405
16729, -0.403
16730, -0.402
16731, -0.397
16732, -0.396
16733, -0.403
16734, -0.410
16735, -0.414
16736, -0.415
16737, -0.407
16738, -0.411
16739, -0.411
16740, -0.412
16741, -0.407
16742, -0.413
16743, -0.416
16744, -0.416
16745, -0.430
16746, -0.440
16747, -0.440
16748, -0.446
16749, -0.446
16750, -0.439
16751, -0.437
16752, -0.432
16753, -0.437
16754, -0.437
16755, -0.446
16756, -0.447
16757, -0.450
16758, -0.446
16759, -0.445
16760, -0.440
16761, -0.450
16762, -0.456
16763, -0.452
16764, -0.461
16765, -0.455
16766, -0.467
16767, -0.474
16768, -0.474
16769, -0.470
16770, -0.465
16771, -0.475
16772, -0.473
16773, -0.478
16774, -0.483
16775, -0.482
16776, -0.482
16777, -0.481
16778, -0.487
16779, -0.480
16780, -0.472
16781, -0.469
16782, -0.460
16783, -0.462
16784, -0.458
16785, -0.458
16786, -0.458
16787, -0.460
16788, -0.448
16789, -0.453
16790, -0.452
16791, -0.457
16792, -0.449
16793, -0.447
16794, -0.443
16795, -0.445
16796, -0.447
16797, -0.452
16798, -0.453
16799, -0.457
16800, -0.457
16801, -0.466
16802, -0.467
16803, -0.462
16804, -0.463
16805, -0.464
16806, -0.472
16807, -0.467
16808, -0.466
16809, -0.471
16810, -0.476
16811, -0.481
16812, -0.478
16813, -0.479
16814, -0.478
16815, -0.482
16816, -0.478
16817, -0.479
16818, -0.479
16819, -0.473
16820, -0.477
16821, -0.471
16822, -0.467
16823, -0.470
16824, -0.480
16825, -0.485
16826, -0.482
16827, -0.484
16828, -0.484
16829, -0.483
16830, -0.487
16831, -0.486
16832, -0.477
16833, -0.482
16834, -0.478
16835, -0.483
16836, -0.482
16837, -0.483
16838, -0.502
16839, -0.498
16840, -0.488
16841, -0.479
16842, -0.482
16843, -0.475
16844, -0.477
16845, -0.488
16846, -0.486
16847, -0.489
16848, -0.494
16849, -0.486
16850, -0.496
16851, -0.496
16852, -0.500
16853, -0.501
16854, -0.490
16855, -0.496
16856, -0.491
16857, -0.499
16858, -0.497
16859, -0.493
16860, -0.495
16861, -0.500
16862, -0.495
16863, -0.499
16864, -0.493
16865, -0.494
16866, -0.500
16867, -0.501
16868, -0.502
16869, -0.507
16870, -0.508
16871, -0.503
16872, -0.492
16873, -0.485
16874, -0.475
16875, -0.464
16876, -0.460
16877, -0.458
16878, -0.449
16879, -0.458
16880, -0.454
16881, -0.445
16882, -0.440
16883, -0.444
16884, -0.445
16885, -0.451
16886, -0.444
16887, -0.443
16888, -0.450
16889, -0.460
16890, -0.454
16891, -0.460
16892, -0.465
16893, -0.469
16894, -0.470
16895, -0.464
16896, -0.467
16897, -0.465
16898, -0.463
16899, -0.473
16900, -0.465
16901, -0.477
16902, -0.482
16903, -0.484
16904, -0.485
16905, -0.487
16906, -0.484
16907, -0.482
16908, -0.479
16909, -0.469
16910, -0.463
16911, -0.464
16912, -0.457
16913, -0.454
16914, -0.450
16915, -0.439
16916, -0.443
16917, -0.441
16918, -0.438
16919, -0.433
16920, -0.435
16921, -0.446
16922, -0.447
16923, -0.448
16924, -0.459
16925, -0.474
16926, -0.483
16927, -0.486
16928, -0.484
16929, -0.482
16930, -0.489
16931, -0.487
16932, -0.488
16933, -0.496
16934, -0.491
16935, -0.486
16936, -0.492
16937, -0.491
16938, -0.500
16939, -0.501
16940, -0.506
16941, -0.504
16942, -0.504
16943, -0.504
16944, -0.505
16945, -0.506
16946, -0.501
16947, -0.502
16948, -0.498
16949, -0.494
16950, -0.492
16951, -0.491
16952, -0.495
16953, -0.495
16954, -0.501
16955, -0.507
16956, -0.500
16957, -0.494
16958, -0.495
16959, -0.485
16960, -0.489
16961, -0.494
16962, -0.496
16963, -0.496
16964, -0.491
16965, -0.490
16966, -0.497
16967, -0.499
16968, -0.497
16969, -0.502
16970, -0.505
16971, -0.503
16972, -0.505
16973, -0.502
16974, -0.506
16975, -0.507
16976, -0.500
16977, -0.495
16978, -0.496
16979, -0.501
16980, -0.498
16981, -0.504
16982, -0.496
16983, -0.494
16984, -0.487
16985, -0.493
16986, -0.492
16987, -0.483
16988, -0.481
16989, -0.483
16990, -0.471
16991, -0.487
16992, -0.481
16993, -0.482
16994, -0.476
16995, -0.472
16996, -0.468
16997, -0.472
16998, -0.466
16999, -0.467
17000, -0.478
17001, -0.477
17002, -0.488
17003, -0.488
17004, -0.482
17005, -0.482
17006, -0.478
17007, -0.484
17008, -0.486
17009, -0.493
17010, -0.489
17011, -0.491
17012, -0.484
17013, -0.475
17014, -0.465
17015, -0.464
17016, -0.463
17017, -0.455
17018, -0.453
17019, -0.460
17020, -0.464
17021, -0.455
17022, -0.460
17023, -0.451
17024, -0.455
17025, -0.459
17026, -0.452
17027, -0.442
17028, -0.441
17029, -0.443
17030, -0.439
17031, -0.434
17032, -0.434
17033, -0.445
17034, -0.445
17035, -0.444
17036, -0.451
17037, -0.458
17038, -0.461
17039, -0.454
17040, -0.453
17041, -0.465
17042, -0.459
17043, -0.447
17044, -0.448
17045, -0.449
17046, -0.441
17047, -0.444
17048, -0.442
17049, -0.438
17050, -0.442
17051, -0.439
17052, -0.446
17053, -0.444
17054, -0.454
17055, -0.453
17056, -0.450
17057, -0.457
17058, -0.452
17059, -0.455
17060, -0.449
17061, -0.457
17062, -0.463
17063, -0.465
17064, -0.454
17065, -0.442
17066, -0.434
17067, -0.428
17068, -0.429
17069, -0.428
17070, -0.426
17071, -0.418
17072, -0.416
17073, -0.421
17074, -0.410
17075, -0.405
17076, -0.406
17077, -0.409
17078, -0.404
17079, -0.403
17080, -0.398
17081, -0.387
17082, -0.380
17083, -0.378
17084, -0.381
17085, -0.374
17086, -0.370
17087, -0.381
17088, -0.386
17089, -0.389
17090, -0.385
17091, -0.401
17092, -0.394
17093, -0.393
17094, -0.388
17095, -0.389
17096, -0.384
17097, -0.379
17098, -0.366
17099, -0.363
17100, -0.370
17101, -0.355
17102, -0.358
17103, -0.356
17104, -0.358
17105, -0.363
17106, -0.351
17107, -0.363
17108, -0.354
17109, -0.350
17110, -0.359
17111, -0.358
17112, -0.357
17113, -0.345
17114, -0.352
17115, -0.356
17116, -0.352
17117, -0.349
17118, -0.339
17119, -0.343
17120, -0.341
17121, -0.346
17122, -0.342
17123, -0.344
17124, -0.340
17125, -0.334
17126, -0.330
17127, -0.317
17128, -0.315
17129, -0.311
17130, -0.319
17131, -0.321
17132, -0.322
17133, -0.316
17134, -0.316
17135, -0.307
17136, -0.309
17137, -0.311
17138, -0.314
17139, -0.308
17140, -0.304
17141, -0.303
17142, -0.310
17143, -0.306
17144, -0.308
17145, -0.292
17146, -0.294
17147, -0.287
17148, -0.278
17149, -0.274
17150, -0.276
17151, -0.278
17152, -0.274
17153, -0.274
17154, -0.273
17155, -0.259
17156, -0.263
17157, -0.248
17158, -0.255
17159, -0.258
17160, -0.261
17161, -0.266
17162, -0.271
17163, -0.273
17164, -0.276
17165, -0.278
17166, -0.283
17167, -0.279
17168, -0.283
17169, -0.283
17170, -0.285
17171, -0.284
17172, -0.277
17173, -0.284
17174, -0.285
17175, -0.300
17176, -0.295
17177, -0.296
17178, -0.302
17179, -0.298
17180, -0.291
17181, -0.294
17182, -0.292
17183, -0.297
17184, -0.294
17185, -0.279
17186, -0.277
17187, -0.278
17188, -0.278
17189, -0.277
17190, -0.276
17191, -0.281
17192, -0.277
17193, -0.273
17194, -0.279
17195, -0.277
17196, -0.283
17197, -0.285
17198, -0.284
17199, -0.288
17200, -0.294
17201, -0.298
17202, -0.298
17203, -0.301
17204, -0.301
17205, -0.296
17206, -0.289
17207, -0.299
17208, -0.296
17209, -0.299
17210, -0.296
17211, -0.302
17212, -0.313
17213, -0.305
17214, -0.312
17215, -0.312
17216, -0.325
17217, -0.328
17218, -0.333
17219, -0.337
17220, -0.337
17221, -0.339
17222, -0.334
17223, -0.333
17224, -0.325
17225, -0.318
17226, -0.305
17227, -0.300
17228, -0.297
17229, -0.292
17230, -0.302
17231, -0.288
17232, -0.289
17233, -0.303
17234, -0.302
17235, -0.305
17236, -0.303
17237, -0.303
17238, -0.314
17239, -0.318
17240, -0.326
17241, -0.325
17242, -0.325
17243, -0.324
17244, -0.330
17245, -0.326
17246, -0.331
17247, -0.334
17248, -0.337
17249, -0.335
17250, -0.322
17251, -0.322
17252, -0.327
17253, -0.332
17254, -0.331
17255, -0.336
17256, -0.337
17257, -0.341
17258, -0.321
17259, -0.322
17260, -0.323
17261, -0.323
17262, -0.330
17263, -0.324
17264, -0.321
17265, -0.326
17266, -0.336
17267, -0.345
17268, -0.357
17269, -0.355
17270, -0.345
17271, -0.345
17272, -0.348
17273, -0.339
17274, -0.344
17275, -0.346
17276, -0.343
17277, -0.348
17278, -0.343
17279, -0.341
17280, -0.356
17281, -0.358
17282, -0.360
17283, -0.355
17284, -0.374
17285, -0.372
17286, -0.366
17287, -0.360
17288, -0.357
17289, -0.351
17290, -0.345
17291, -0.333
17292, -0.339
17293, -0.335
17294, -0.335
17295, -0.329
17296, -0.331
17297, -0.332
17298, -0.334
17299, -0.333
17300, -0.326
17301, -0.329
17302, -0.321
17303, -0.317
17304, -0.305
17305, -0.313
17306, -0.312
17307, -0.308
17308, -0.310
17309, -0.307
17310, -0.304
17311, -0.308
17312, -0.315
17313, -0.309
17314, -0.317
17315, -0.312
17316, -0.314
17317, -0.310
17318, -0.309
17319, -0.298
17320, -0.294
17321, -0.304
17322, -0.302
17323, -0.291
17324, -0.294
17325, -0.285
17326, -0.283
17327, -0.287
17328, -0.278
17329, -0.279
17330, -0.275
17331, -0.267
17332, -0.269
17333, -0.262
17334, -0.275
17335, -0.275
17336, -0.269
17337, -0.284
17338, -0.292
17339, -0.280
17340, -0.287
17341, -0.292
17342, -0.286
17343, -0.276
17344, -0.284
17345, -0.292
17346, -0.287
17347, -0.292
17348, -0.290
17349, -0.276
17350, -0.272
17351, -0.269
17352, -0.273
17353, -0.269
17354, -0.269
17355, -0.258
17356, -0.253
17357, -0.249
17358, -0.249
17359, -0.234
17360, -0.233
17361, -0.238
17362, -0.245
17363, -0.249
17364, -0.240
17365, -0.239
17366, -0.234
17367, -0.226
17368, -0.239
17369, -0.242
17370, -0.233
17371, -0.233
17372, -0.242
17373, -0.231
17374, -0.237
17375, -0.234
17376, -0.233
17377, -0.235
17378, -0.236
17379, -0.239
17380, -0.234
17381, -0.230
17382, -0.235
17383, -0.241
17384, -0.240
17385, -0.251
17386, -0.255
17387, -0.250
17388, -0.253
17389, -0.264
17390, -0.258
17391, -0.257
17392, -0.250
17393, -0.263
17394, -0.272
17395, -0.267
17396, -0.274
17397, -0.287
17398, -0.296
17399, -0.292
17400, -0.301
17401, -0.291
17402, -0.286
17403, -0.279
17404, -0.272
17405, -0.277
17406, -0.271
17407, -0.273
17408, -0.265
17409, -0.254
17410, -0.254
17411, -0.248
17412, -0.253
17413, -0.257
17414, -0.264
17415, -0.256
17416, -0.266
17417, -0.276
17418, -0.284
17419, -0.283
17420, -0.285
17421, -0.293
17422, -0.281
17423, -0.282
17424, -0.280
17425, -0.287
17426, -0.286
17427, -0.287
17428, -0.294
17429, -0.286
17430, -0.288
17431, -0.284
17432, -0.293
17433, -0.288
17434, -0.303
17435, -0.313
17436, -0.312
17437, -0.316
17438, -0.310
17439, -0.306
17440, -0.307
17441, -0.318
17442, -0.310
17443, -0.306
17444, -0.299
17445, -0.300
17446, -0.304
17447, -0.310
17448, -0.312
17449, -0.306
17450, -0.303
17451, -0.295
17452, -0.283
17453, -0.281
17454, -0.286
17455, -0.286
17456, -0.298
17457, -0.299
17458, -0.294
17459, -0.292
17460, -0.293
17461, -0.307
17462, -0.313
17463, -0.315
17464, -0.313
17465, -0.316
17466, -0.309
17467, -0.318
17468, -0.323
17469, -0.339
17470, -0.337
17471, -0.331
17472, -0.347
17473, -0.354
17474, -0.354
17475, -0.354
17476, -0.343
17477, -0.341
17478, -0.347
17479, -0.351
17480, -0.351
17481, -0.352
17482, -0.359
17483, -0.353
17484, -0.357
17485, -0.362
17486, -0.360
17487, -0.360
17488, -0.367
17489, -0.372
17490, -0.359
17491, -0.361
17492, -0.343
17493, -0.347
17494, -0.351
17495, -0.357
17496, -0.352
17497, -0.342
17498, -0.348
17499, -0.358
17500, -0.355
17501, -0.350
17502, -0.351
17503, -0.347
17504, -0.350
17505, -0.354
17506, -0.351
17507, -0.340
17508, -0.331
17509, -0.333
17510, -0.341
17511, -0.338
17512, -0.327
17513, -0.328
17514, -0.328
17515, -0.319
17516, -0.316
17517, -0.316
17518, -0.320
17519, -0.314
17520, -0.320
17521, -0.323
17522, -0.320
17523, -0.315
